model,id,date,result,payout,picks,n_picks,hit,inv,ret
Qwen/Claude,20260813_戸田_7,2026-08-13,1-3-4,840.0,1-3-4 1-3-2 3-1-2 1-4-2 1-2-3,5,1,500,840.0
Qwen/Claude,20260813_浜名湖_9,2026-08-13,4-2-6,3920.0,2-3-5 2-5-3 2-3-1 2-1-3 3-2-5,5,0,500,0.0
Qwen/Claude,20260813_蒲郡_7,2026-08-13,1-4-2,1020.0,1-4-3 1-3-4 1-3-6 4-1-3 3-1-4,5,0,500,0.0
Qwen/Claude,20260814_唐津_12,2026-08-14,3-1-2,7190.0,1-2-4 1-2-3 1-2-6 1-4-2 1-3-2,5,0,500,0.0
Qwen/Claude,20260814_唐津_9,2026-08-14,1-6-2,1030.0,1-6-2 6-1-2 1-2-6 1-6-5 6-1-3,5,1,500,1030.0
Qwen/Claude,20260814_戸田_4,2026-08-14,4-2-1,6170.0,3-2-4 4-2-3 2-3-4 3-4-2 4-2-1,5,1,500,6170.0
Qwen/Claude,20260814_戸田_5,2026-08-14,2-1-4,5800.0,1-4-3 4-1-3 1-4-5 1-3-4 4-1-2,5,0,500,0.0
Qwen/Claude,20260814_江戸川_7,2026-08-14,6-2-1,13850.0,1-6-3 1-3-2 1-6-2 1-3-6 1-4-2,5,0,500,0.0
Qwen/Claude,20260814_福岡_7,2026-08-14,1-2-4,3850.0,1-3-2 1-3-6 3-1-2 1-6-3 3-6-1,5,0,500,0.0
Qwen/Claude,20260815_常滑_11,2026-08-15,1-2-6,3060.0,2-3-6 2-6-3 2-3-1 3-2-6 2-1-3,5,0,500,0.0
Qwen/Claude,20260815_常滑_12,2026-08-15,1-4-3,1860.0,1-2-4 1-4-2 1-2-3 1-3-2 1-3-4,5,0,500,0.0
Qwen/Claude,20260815_桐生_12,2026-08-15,6-1-3,51870.0,1-4-2 1-2-3 1-4-5 1-2-4 1-3-2,5,0,500,0.0
Qwen/Claude,20260815_桐生_6,2026-08-15,1-5-6,11580.0,1-6-5 1-5-6 1-6-4 6-1-5 1-3-6,5,1,500,11580.0
Qwen/Claude,20260815_江戸川_6,2026-08-15,4-1-2,4520.0,2-4-5 2-1-5 2-5-4 4-2-5 2-4-1,5,0,500,0.0
Qwen/Claude,20260815_津_1,2026-08-15,1-3-2,520.0,1-3-4 1-3-2 1-2-3 1-4-3 1-3-5,5,1,500,520.0
Qwen/Claude,20260815_浜名湖_12,2026-08-15,1-3-4,1040.0,1-2-3 1-3-2 1-2-6 1-3-4 1-3-5,5,1,500,1040.0
Qwen/Claude,20260815_芦屋_9,2026-08-15,1-3-4,490.0,1-3-4 3-1-4 1-3-5 3-1-5 1-4-3,5,1,500,490.0
Qwen/Claude,20260816_大村_7,2026-08-16,5-1-3,7440.0,1-3-5 1-2-5 1-3-2 1-5-3 1-2-3,5,0,500,0.0
Qwen/Claude,20260816_桐生_4,2026-08-16,5-1-4,14750.0,3-4-2 3-2-4 3-4-1 3-1-4 3-2-1,5,0,500,0.0
Qwen/Claude,20260816_福岡_12,2026-08-16,1-3-6,2800.0,2-1-3 1-2-3 2-1-5 1-2-5 2-3-1,5,0,500,0.0
Qwen/Claude,20260817_住之江_7,2026-08-17,1-2-3,2600.0,1-4-3 3-1-4 1-3-4 4-1-3 3-4-1,5,0,500,0.0
Qwen/Claude,20260817_大村_12,2026-08-17,1-2-3,440.0,1-2-3 1-3-2 1-2-4 1-3-4 1-2-6,5,1,500,440.0
Qwen/Claude,20260818_三国_6,2026-08-18,1-2-5,1130.0,1-5-4 1-4-5 5-1-4 1-3-4 4-5-1,5,0,500,0.0
Qwen/Claude,20260818_住之江_12,2026-08-18,1-3-6,3390.0,1-3-4 1-2-3 1-3-2 1-4-3 1-2-4,5,0,500,0.0
Qwen/Claude,20260819_びわこ_3,2026-08-19,4-2-1,7200.0,1-4-2 1-4-3 1-4-6 1-3-2 4-1-6,5,0,500,0.0
Qwen/Claude,20260819_下関_11,2026-08-19,1-5-2,1980.0,2-1-3 2-3-1 2-1-5 1-2-3 2-5-1,5,0,500,0.0
Qwen/Claude,20260819_児島_3,2026-08-19,3-5-2,15280.0,2-3-4 2-6-3 2-3-5 2-6-4 2-1-6,5,0,500,0.0
Qwen/Claude,20260819_多摩川_9,2026-08-19,4-2-5,40070.0,1-3-2 1-3-5 1-3-4 3-1-2 1-2-3,5,0,500,0.0
Qwen/Claude,20260819_鳴門_1,2026-08-19,1-6-2,3560.0,1-6-2 1-2-6 1-6-4 1-2-4 1-4-6,5,1,500,3560.0
Qwen/Claude,20260819_鳴門_4,2026-08-19,3-5-4,10230.0,3-1-4 1-3-4 1-4-3 3-1-2 1-2-3,5,0,500,0.0
Qwen/Claude,20260820_びわこ_7,2026-08-20,1-6-3,1100.0,1-3-6 1-6-3 3-1-6 1-3-2 3-6-1,5,1,500,1100.0
Qwen/Claude,20260820_尼崎_3,2026-08-20,1-5-4,4090.0,5-1-4 5-4-1 4-5-1 1-5-4 5-1-3,5,1,500,4090.0
Qwen/Claude,20260820_尼崎_7,2026-08-20,1-4-2,420.0,1-4-2 1-4-5 1-2-4 1-4-3 4-1-2,5,1,500,420.0
Qwen/Claude,20260820_尼崎_8,2026-08-20,1-4-2,1160.0,1-2-5 1-5-2 1-3-2 1-2-3 5-1-2,5,0,500,0.0
Qwen/Claude,20260821_丸亀_1,2026-08-21,1-5-4,5850.0,1-2-6 1-2-3 2-1-3 1-3-2 1-6-2,5,0,500,0.0
Qwen/Claude,20260821_平和島_4,2026-08-21,6-2-5,10100.0,2-3-5 2-1-5 1-2-3 2-5-6 2-3-4,5,0,500,0.0
Qwen/Claude,20260821_蒲郡_10,2026-08-21,1-3-4,1170.0,1-3-4 1-3-5 1-4-3 3-1-4 1-5-3,5,1,500,1170.0
Qwen/Claude,20260822_児島_7,2026-08-22,1-2-5,940.0,1-5-2 1-2-5 1-5-6 5-1-2 1-5-4,5,1,500,940.0
Qwen/Claude,20260822_若松_3,2026-08-22,6-1-3,5300.0,4-1-6 1-4-6 4-6-1 1-6-4 4-1-2,5,0,500,0.0
Qwen/Claude,20260822_若松_9,2026-08-22,4-5-2,33670.0,1-3-6 1-3-4 1-4-3 1-6-3 1-3-2,5,0,500,0.0
Qwen/Claude,20260823_大村_10,2026-08-23,5-1-3,11180.0,3-2-4 3-4-2 2-3-4 4-3-2 3-2-1,5,0,500,0.0
Qwen/Claude,20260824_下関_9,2026-08-24,1-4-6,1260.0,2-3-4 1-2-3 2-1-3 1-3-2 2-3-1,5,0,500,0.0
Qwen/Claude,20260824_丸亀_10,2026-08-24,4-1-2,3380.0,1-2-3 1-2-4 1-3-2 1-2-5 2-1-3,5,0,500,0.0
Qwen/Claude,20260824_丸亀_5,2026-08-24,1-2-4,3080.0,2-5-6 5-2-6 2-6-5 5-6-2 2-5-1,5,0,500,0.0
Qwen/Claude,20260824_蒲郡_9,2026-08-24,2-4-3,8570.0,1-3-5 1-5-3 1-3-6 1-5-6 1-6-3,5,0,500,0.0
Qwen/Claude,20260826_福岡_2,2026-08-26,1-2-4,770.0,4-1-2 4-3-1 4-1-3 4-2-1 1-4-3,5,0,500,0.0
Qwen/Claude,20260826_鳴門_12,2026-08-26,1-2-3,1180.0,1-4-2 1-2-4 1-2-5 1-4-3 1-2-6,5,0,500,0.0
Qwen/Claude,20260830_下関_4,2026-08-30,1-3-5,3000.0,1-5-4 1-4-5 1-4-6 1-5-6 4-1-5,5,0,500,0.0
Qwen/Claude,20260830_下関_5,2026-08-30,4-5-2,13850.0,1-3-5 1-5-3 1-3-2 1-2-3 1-5-2,5,0,500,0.0
Qwen/Claude,20260830_常滑_1,2026-08-30,6-5-2,158020.0,1-3-4 1-4-3 1-3-5 1-5-4 1-3-2,5,0,500,0.0
Qwen/Claude,20260830_桐生_3,2026-08-30,2-3-1,13310.0,1-5-3 1-3-5 1-5-2 1-3-2 3-1-5,5,0,500,0.0
Qwen/Claude,20260830_桐生_6,2026-08-30,1-6-4,10380.0,1-3-5 1-5-3 1-3-2 1-2-5 1-3-4,5,0,500,0.0
Qwen/Claude,20260830_鳴門_5,2026-08-30,1-2-4,4350.0,1-3-2 1-3-4 1-2-3 1-3-6 1-2-4,5,1,500,4350.0
Qwen/Claude,20260831_下関_4,2026-08-31,4-6-1,3100.0,5-3-1 5-6-3 5-3-6 3-5-6 5-6-1,5,0,500,0.0
Qwen/Claude,20260831_多摩川_5,2026-08-31,5-2-6,95690.0,1-2-4 1-3-4 2-1-4 3-1-2 1-2-3,5,0,500,0.0
Qwen/Claude,20260901_住之江_6,2026-09-01,2-1-3,3850.0,3-2-1 3-1-2 2-3-1 1-3-2 3-2-4,5,0,500,0.0
Qwen/Claude,20260901_多摩川_7,2026-09-01,1-3-2,2520.0,1-3-6 1-6-3 1-3-2 1-6-4 3-1-6,5,1,500,2520.0
Qwen/Claude,20260901_尼崎_4,2026-09-01,3-2-4,13930.0,1-3-6 1-6-3 3-1-6 1-3-2 3-1-2,5,0,500,0.0
Qwen/Claude,20260901_浜名湖_3,2026-09-01,2-1-4,1620.0,4-1-2 4-2-1 4-2-5 1-4-2 4-1-5,5,0,500,0.0
Qwen/Claude,20260902_大村_5,2026-09-02,4-5-6,24960.0,2-6-5 2-4-5 2-3-5 2-1-5 5-2-1,5,0,500,0.0
Qwen/Claude,20260902_宮島_1,2026-09-02,1-4-5,880.0,1-4-3 4-1-5 1-4-2 1-5-4 4-1-3,5,0,500,0.0
Qwen/Claude,20260902_常滑_4,2026-09-02,4-2-5,2720.0,1-4-5 1-5-4 4-1-5 1-4-3 1-3-4,5,0,500,0.0
Qwen/Claude,20260902_浜名湖_2,2026-09-02,2-5-1,2810.0,2-5-3 5-2-3 2-3-5 3-2-5 2-5-6,5,0,500,0.0
Qwen/Claude,20260903_下関_8,2026-09-03,1-4-2,1740.0,1-2-4 1-2-3 1-2-5 2-1-4 1-4-2,5,1,500,1740.0
Qwen/Claude,20260903_尼崎_4,2026-09-03,1-2-6,1300.0,6-2-1 6-1-2 6-5-2 1-6-2 6-2-5,5,0,500,0.0
Qwen/Claude,20260903_若松_2,2026-09-03,2-3-5,3360.0,3-1-5 3-1-2 1-3-5 3-5-1 1-5-3,5,0,500,0.0
Qwen/Claude,20260904_びわこ_7,2026-09-04,2-1-5,2170.0,1-2-6 1-2-3 1-6-2 2-1-6 1-3-2,5,0,500,0.0
Qwen/Claude,20260904_住之江_11,2026-09-04,1-3-2,850.0,1-2-6 1-2-5 1-4-2 1-5-2 1-2-4,5,0,500,0.0
Qwen/Claude,20260904_戸田_1,2026-09-04,1-2-5,1710.0,1-2-3 1-2-5 1-3-2 2-1-3 1-2-4,5,1,500,1710.0
Qwen/Claude,20260904_若松_9,2026-09-04,1-2-6,1910.0,1-3-2 1-2-3 1-3-6 1-2-6 1-6-3,5,1,500,1910.0
Qwen/Claude,20260904_蒲郡_1,2026-09-04,1-2-3,680.0,2-1-3 2-1-6 1-2-3 2-3-1 1-3-2,5,1,500,680.0
Qwen/Claude,20260906_びわこ_10,2026-09-06,1-3-2,1440.0,1-2-6 1-2-4 1-2-3 1-6-2 1-4-2,5,0,500,0.0
Qwen/Claude,20260906_戸田_9,2026-09-06,2-5-1,15040.0,3-2-4 3-1-2 3-2-5 3-4-2 2-3-4,5,0,500,0.0
Qwen/GrokX_v2,20260801_三国_6,2026-08-01,1-4-6,2510.0,1-2-4 1-4-2 1-2-6 1-4-3 1-3-4,5,0,500,0.0
Qwen/GrokX_v2,20260802_びわこ_1,2026-08-02,4-6-5,18840.0,1-2-4 1-2-3 1-4-2 1-2-5 1-3-4,5,0,500,0.0
Qwen/GrokX_v2,20260802_児島_5,2026-08-02,1-2-3,760.0,1-3-2 1-3-4 1-2-3 1-3-5 3-1-2,5,1,500,760.0
Qwen/GrokX_v2,20260802_尼崎_2,2026-08-02,1-6-2,19590.0,1-3-4 1-4-3 3-1-4 1-3-6 3-4-1,5,0,500,0.0
Qwen/GrokX_v2,20260802_若松_11,2026-08-02,1-3-4,520.0,1-3-4 1-3-5 1-4-3 1-5-3 3-1-4,5,1,500,520.0
Qwen/GrokX_v2,20260802_若松_9,2026-08-02,3-2-4,7150.0,2-6-4 2-4-6 6-2-4 2-6-5,4,0,400,0.0
Qwen/GrokX_v2,20260803_宮島_4,2026-08-03,1-5-4,12570.0,1-2-3 1-2-5 1-3-2 1-5-2 2-1-3,5,0,500,0.0
Qwen/GrokX_v2,20260803_常滑_8,2026-08-03,1-3-6,590.0,1-4-6 1-6-3 1-3-6,3,1,300,590.0
Qwen/GrokX_v2,20260804_宮島_3,2026-08-04,3-1-6,7020.0,1-3-6 1-4-3 1-3-2 3-1-4 1-2-4,5,0,500,0.0
Qwen/GrokX_v2,20260804_平和島_3,2026-08-04,3-4-1,14220.0,3-1-5 3-5-6 3-1-2 3-6-5 1-3-5,5,0,500,0.0
Qwen/GrokX_v2,20260804_芦屋_6,2026-08-04,4-2-6,7840.0,1-2-5 1-5-2 2-1-5 1-2-4 2-1-3,5,0,500,0.0
Qwen/GrokX_v2,20260805_三国_10,2026-08-05,4-3-6,1450.0,4-3-5 4-5-3 3-4-5 4-3-6 5-4-3,5,1,500,1450.0
Qwen/GrokX_v2,20260805_住之江_6,2026-08-05,2-1-5,1450.0,2-3-5 3-2-5 5-2-3 2-5-3 3-5-2,5,0,500,0.0
Qwen/GrokX_v2,20260805_桐生_9,2026-08-05,1-6-2,1000.0,1-6-4 1-6-2 1-4-6 6-1-4 1-2-6,5,1,500,1000.0
Qwen/GrokX_v2,20260806_住之江_12,2026-08-06,1-4-5,1110.0,1-4-6 1-6-4 1-4-5 1-6-5 1-5-6,5,1,500,1110.0
Qwen/GrokX_v2,20260806_住之江_4,2026-08-06,5-1-3,3180.0,5-3-6 5-3-2 3-5-6 5-6-3 3-6-5,5,0,500,0.0
Qwen/GrokX_v2,20260806_大村_12,2026-08-06,1-3-2,790.0,1-3-6 1-3-2 1-6-3 1-2-3 3-1-6,5,1,500,790.0
Qwen/GrokX_v2,20260806_徳山_1,2026-08-06,1-4-3,3980.0,1-5-2 1-3-5 1-2-5 1-5-3 1-2-6,5,0,500,0.0
Qwen/GrokX_v2,20260806_戸田_5,2026-08-06,4-5-6,1350.0,4-1-2 4-1-6 4-2-1 4-2-6 2-4-6,5,0,500,0.0
Qwen/GrokX_v2,20260807_宮島_1,2026-08-07,1-2-5,1420.0,1-3-5 1-3-2 1-5-3 1-3-6 1-2-3,5,0,500,0.0
Qwen/GrokX_v2,20260807_戸田_10,2026-08-07,2-5-4,91030.0,1-4-6 1-6-4 4-1-6 4-6-1 1-4-2,5,0,500,0.0
Qwen/GrokX_v2,20260807_戸田_12,2026-08-07,4-6-2,29900.0,1-5-6 1-6-5 1-5-4 1-4-6 5-1-6,5,0,500,0.0
Qwen/GrokX_v2,20260808_三国_5,2026-08-08,1-6-3,6300.0,1-5-6 5-1-6 1-6-5 1-5-2 5-1-4,5,0,500,0.0
Qwen/GrokX_v2,20260809_多摩川_9,2026-08-09,1-4-2,1110.0,1-4-3 1-4-6 1-3-4 4-1-6 4-1-3,5,0,500,0.0
Qwen/GrokX_v2,20260809_戸田_6,2026-08-09,3-2-1,8970.0,1-4-2 1-4-3 1-2-4 4-1-2,4,0,400,0.0
Qwen/GrokX_v2,20260809_若松_4,2026-08-09,1-3-2,1620.0,1-2-3 1-2-4 1-3-2 2-1-3 2-3-1,5,1,500,1620.0
Qwen/GrokX_v2,20260810_児島_12,2026-08-10,3-1-5,2450.0,1-3-4 1-4-3 3-1-4 1-2-3 3-1-2,5,0,500,0.0
Qwen/GrokX_v2,20260810_常滑_3,2026-08-10,1-2-4,1180.0,2-1-3 2-1-6 2-3-1 1-2-3 2-6-1,5,0,500,0.0
Qwen/GrokX_v2,20260810_常滑_9,2026-08-10,1-3-6,5020.0,4-1-3 4-1-6 4-3-1 4-6-1 3-4-1,5,0,500,0.0
Qwen/GrokX_v2,20260810_江戸川_2,2026-08-10,4-1-5,6790.0,1-3-4 1-2-3 1-3-2 3-1-4 3-4-1,5,0,500,0.0
Qwen/GrokX_v2,20260811_唐津_11,2026-08-11,2-1-5,8740.0,1-2-4 1-2-6 1-4-2 1-2-5 1-6-2,5,0,500,0.0
Qwen/GrokX_v2,20260811_徳山_6,2026-08-11,1-2-4,1810.0,1-5-3 1-5-4 1-3-5 1-4-5 1-5-2,5,0,500,0.0
Qwen/GrokX_v2,20260812_下関_4,2026-08-12,4-5-2,19930.0,1-2-3 1-2-4 1-3-2 2-1-3 2-3-1,5,0,500,0.0
Qwen/GrokX_v2,20260812_児島_3,2026-08-12,4-6-1,14660.0,1-3-6 3-1-6 1-6-3 3-1-2 1-3-2,5,0,500,0.0
Qwen/GrokX_v2,20260812_唐津_11,2026-08-12,1-2-3,1360.0,1-4-2 1-4-3 1-2-4 1-4-6 1-3-4,5,0,500,0.0
Qwen/GrokX_v2,20260812_唐津_6,2026-08-12,4-2-3,920.0,4-2-1 4-2-3 4-1-2 4-2-6 2-4-1,5,1,500,920.0
Qwen/GrokX_v2,20260812_大村_2,2026-08-12,1-5-3,3130.0,3-1-2 2-3-1 3-1-5 2-1-3 1-3-2,5,0,500,0.0
Qwen/GrokX_v2,20260812_大村_8,2026-08-12,2-1-4,760.0,2-4-6 2-1-4 1-2-6 2-4-1 1-4-2,5,1,500,760.0
Qwen/GrokX_v2,20260812_尼崎_3,2026-08-12,1-4-5,760.0,1-4-5 5-1-4 4-1-5 1-5-4 4-5-1,5,1,500,760.0
Qwen/GrokX_v2,20260812_芦屋_2,2026-08-12,5-4-3,14950.0,1-4-5 1-4-3 1-3-4 4-1-5 1-4-2,5,0,500,0.0
Qwen/GrokX_v2,20260813_住之江_12,2026-08-13,1-3-5,1040.0,1-3-5 1-5-6 1-3-2 1-4-3,4,1,400,1040.0
Qwen/GrokX_v2,20260813_尼崎_2,2026-08-13,1-4-2,2320.0,1-5-2 1-2-5 1-5-4 1-2-3 1-4-5,5,0,500,0.0
Qwen/GrokX_v2,20260813_戸田_7,2026-08-13,1-3-4,840.0,1-3-2 1-2-3 1-3-4 1-4-2 3-1-2,5,1,500,840.0
Qwen/GrokX_v2,20260813_浜名湖_9,2026-08-13,4-2-6,3920.0,2-4-1 2-4-3 2-3-4 4-2-1 2-1-4,5,0,500,0.0
Qwen/GrokX_v2,20260813_蒲郡_7,2026-08-13,1-4-2,1020.0,1-4-3 1-3-4 1-4-2 3-1-4 1-4-5,5,1,500,1020.0
Qwen/GrokX_v2,20260814_唐津_12,2026-08-14,3-1-2,7190.0,1-2-4 1-2-3 1-2-6 1-4-2 1-2-5,5,0,500,0.0
Qwen/GrokX_v2,20260814_唐津_9,2026-08-14,1-6-2,1030.0,1-6-2 1-2-3 6-1-2 1-2-6 1-6-5,5,1,500,1030.0
Qwen/GrokX_v2,20260814_戸田_4,2026-08-14,4-2-1,6170.0,2-5-3 4-2-3 2-3-5 5-2-4 3-2-5,5,0,500,0.0
Qwen/GrokX_v2,20260814_戸田_5,2026-08-14,2-1-4,5800.0,1-4-5 1-4-6 4-1-5 4-1-2 1-4-3,5,0,500,0.0
Qwen/GrokX_v2,20260814_江戸川_7,2026-08-14,6-2-1,13850.0,1-2-6 1-6-3 1-2-3,3,0,300,0.0
Qwen/GrokX_v2,20260814_福岡_7,2026-08-14,1-2-4,3850.0,6-3-1 6-1-3 6-3-2 6-1-2 6-2-3,5,0,500,0.0
Qwen/GrokX_v2,20260815_常滑_11,2026-08-15,1-2-6,3060.0,1-2-5 1-5-2 2-1-5 1-2-3 5-1-2,5,0,500,0.0
Qwen/GrokX_v2,20260815_常滑_12,2026-08-15,1-4-3,1860.0,1-3-2 1-3-4 1-4-3 1-2-3 1-3-5,5,1,500,1860.0
Qwen/GrokX_v2,20260815_桐生_12,2026-08-15,6-1-3,51870.0,1-4-2 1-4-5 1-2-4 1-3-2 4-1-2,5,0,500,0.0
Qwen/GrokX_v2,20260815_桐生_6,2026-08-15,1-5-6,11580.0,1-2-4 1-2-6 1-4-2 1-6-2 2-1-4,5,0,500,0.0
Qwen/GrokX_v2,20260815_江戸川_6,2026-08-15,4-1-2,4520.0,4-1-2 2-4-1 4-2-1 1-4-2 2-1-4,5,1,500,4520.0
Qwen/GrokX_v2,20260815_津_1,2026-08-15,1-3-2,520.0,1-2-3 1-2-4 1-3-2 1-2-5,4,1,400,520.0
Qwen/GrokX_v2,20260815_浜名湖_12,2026-08-15,1-3-4,1040.0,1-3-5 1-3-2 1-2-5 1-3-4 1-2-3,5,1,500,1040.0
Qwen/GrokX_v2,20260815_芦屋_9,2026-08-15,1-3-4,490.0,3-1-4 3-1-5 3-4-1 1-3-4 3-1-2,5,1,500,490.0
Qwen/GrokX_v2,20260816_大村_7,2026-08-16,5-1-3,7440.0,1-2-3 1-3-2 1-2-5 1-3-5 1-2-4,5,0,500,0.0
Qwen/GrokX_v2,20260816_桐生_4,2026-08-16,5-1-4,14750.0,2-1-5 2-1-4 2-4-1 2-5-1 2-1-3,5,0,500,0.0
Qwen/GrokX_v2,20260816_福岡_12,2026-08-16,1-3-6,2800.0,1-2-3 1-2-4 1-3-2 1-2-5,4,0,400,0.0
Qwen/GrokX_v2,20260817_住之江_7,2026-08-17,1-2-3,2600.0,1-4-2 1-4-3 1-2-4 1-3-4 4-1-2,5,0,500,0.0
Qwen/GrokX_v2,20260817_大村_12,2026-08-17,1-2-3,440.0,1-2-3 1-2-4 1-2-5 1-3-2 1-4-2,5,1,500,440.0
Qwen/GrokX_v2,20260818_三国_6,2026-08-18,1-2-5,1130.0,1-4-5 1-5-4 4-1-5 5-1-4,4,0,400,0.0
Qwen/GrokX_v2,20260818_住之江_12,2026-08-18,1-3-6,3390.0,1-3-4 1-3-2 1-2-3 1-3-5 1-4-3,5,0,500,0.0
Qwen/GrokX_v2,20260819_びわこ_3,2026-08-19,4-2-1,7200.0,1-4-6 4-1-6 1-6-4 4-6-1 1-4-2,5,0,500,0.0
Qwen/GrokX_v2,20260819_下関_11,2026-08-19,1-5-2,1980.0,2-1-6 2-6-1 2-1-5 1-2-6 2-5-1,5,0,500,0.0
Qwen/GrokX_v2,20260819_児島_3,2026-08-19,3-5-2,15280.0,2-3-6 2-6-3 2-1-6 2-6-5 2-3-5,5,0,500,0.0
Qwen/GrokX_v2,20260819_多摩川_9,2026-08-19,4-2-5,40070.0,1-3-4 1-3-2 1-4-3 1-5-3 1-2-3,5,0,500,0.0
Qwen/GrokX_v2,20260819_鳴門_1,2026-08-19,1-6-2,3560.0,1-2-5 1-5-2 1-5-4 1-4-5 1-5-6,5,0,500,0.0
Qwen/GrokX_v2,20260819_鳴門_4,2026-08-19,3-5-4,10230.0,1-2-4 1-2-3 1-5-4 1-3-5 1-4-2,5,0,500,0.0
Qwen/GrokX_v2,20260820_びわこ_7,2026-08-20,1-6-3,1100.0,1-3-6 3-1-6 1-6-3 3-6-1 1-3-2,5,1,500,1100.0
Qwen/GrokX_v2,20260820_尼崎_3,2026-08-20,1-5-4,4090.0,5-1-4 4-1-5 1-4-5 5-4-1 4-5-1,5,0,500,0.0
Qwen/GrokX_v2,20260820_尼崎_7,2026-08-20,1-4-2,420.0,1-4-2 1-4-6 1-2-4 1-4-3 4-1-2,5,1,500,420.0
Qwen/GrokX_v2,20260820_尼崎_8,2026-08-20,1-4-2,1160.0,1-2-3 1-2-4 1-3-2 1-4-2 1-2-5,5,1,500,1160.0
Qwen/GrokX_v2,20260821_丸亀_1,2026-08-21,1-5-4,5850.0,1-2-4 2-1-4 1-4-2 2-4-1 1-2-5,5,0,500,0.0
Qwen/GrokX_v2,20260821_平和島_4,2026-08-21,6-2-5,10100.0,1-2-3 1-2-4 1-3-2 2-1-3 2-1-4,5,0,500,0.0
Qwen/GrokX_v2,20260821_蒲郡_10,2026-08-21,1-3-4,1170.0,1-5-3 1-3-5 1-5-2 1-3-2 1-2-5,5,0,500,0.0
Qwen/GrokX_v2,20260822_児島_7,2026-08-22,1-2-5,940.0,5-1-4 5-1-3 5-1-2 1-5-4 5-4-1,5,0,500,0.0
Qwen/GrokX_v2,20260822_若松_3,2026-08-22,6-1-3,5300.0,4-6-1 6-4-1 4-1-6 1-4-6 6-1-4,5,0,500,0.0
Qwen/GrokX_v2,20260822_若松_9,2026-08-22,4-5-2,33670.0,1-4-6 1-6-4 1-2-6 1-4-2 1-6-2,5,0,500,0.0
Qwen/GrokX_v2,20260823_大村_10,2026-08-23,5-1-3,11180.0,1-4-2 4-1-3 1-3-4 4-1-2 1-4-3,5,0,500,0.0
Qwen/GrokX_v2,20260824_下関_9,2026-08-24,1-4-6,1260.0,1-2-3 1-3-2 1-2-6 1-6-2 1-3-6,5,0,500,0.0
Qwen/GrokX_v2,20260824_丸亀_10,2026-08-24,4-1-2,3380.0,1-2-4 1-2-6 1-4-2 1-6-2 2-1-4,5,0,500,0.0
Qwen/GrokX_v2,20260824_丸亀_5,2026-08-24,1-2-4,3080.0,2-4-6 4-2-6 2-6-4 4-6-2 6-2-4,5,0,500,0.0
Qwen/GrokX_v2,20260824_蒲郡_9,2026-08-24,2-4-3,8570.0,1-2-5 1-5-2 2-1-5 1-2-3 1-5-3,5,0,500,0.0
Qwen/GrokX_v2,20260826_福岡_2,2026-08-26,1-2-4,770.0,1-2-4 1-4-2 1-2-3 2-1-4 1-3-4,5,1,500,770.0
Qwen/GrokX_v2,20260826_鳴門_12,2026-08-26,1-2-3,1180.0,1-2-3 1-2-4 1-3-5 1-4-5,4,1,400,1180.0
Qwen/GrokX_v2,20260830_下関_4,2026-08-30,1-3-5,3000.0,1-4-5 1-5-4 1-4-2 1-5-2 1-4-6,5,0,500,0.0
Qwen/GrokX_v2,20260830_下関_5,2026-08-30,4-5-2,13850.0,1-2-4 1-4-2 1-2-6 1-4-6 1-6-4,5,0,500,0.0
Qwen/GrokX_v2,20260830_常滑_1,2026-08-30,6-5-2,158020.0,1-3-2 1-2-3 1-3-5 1-4-5 1-5-4,5,0,500,0.0
Qwen/GrokX_v2,20260830_桐生_3,2026-08-30,2-3-1,13310.0,6-3-1 6-1-3 3-6-1 6-3-2 3-1-6,5,0,500,0.0
Qwen/GrokX_v2,20260830_桐生_6,2026-08-30,1-6-4,10380.0,1-3-2 1-3-5 1-5-3 1-3-6 3-1-5,5,0,500,0.0
Qwen/GrokX_v2,20260830_鳴門_5,2026-08-30,1-2-4,4350.0,1-2-3 1-3-6 1-2-4 1-5-3,4,1,400,4350.0
Qwen/GrokX_v2,20260831_下関_4,2026-08-31,4-6-1,3100.0,4-6-1 4-6-2 4-1-6 6-4-1 6-1-4,5,1,500,3100.0
Qwen/GrokX_v2,20260831_多摩川_5,2026-08-31,5-2-6,95690.0,1-2-3 1-3-2 2-1-3 1-2-4 3-1-2,5,0,500,0.0
Qwen/GrokX_v2,20260901_住之江_6,2026-09-01,2-1-3,3850.0,2-1-4 2-1-6 2-4-1 2-6-1 2-1-3,5,1,500,3850.0
Qwen/GrokX_v2,20260901_多摩川_7,2026-09-01,1-3-2,2520.0,1-6-3 1-6-4 1-3-6 1-6-2 3-1-6,5,0,500,0.0
Qwen/GrokX_v2,20260901_尼崎_4,2026-09-01,3-2-4,13930.0,3-1-6 1-3-6 3-1-5 1-6-3 3-2-6,5,0,500,0.0
Qwen/GrokX_v2,20260901_浜名湖_3,2026-09-01,2-1-4,1620.0,1-4-2 1-2-4 4-1-2 1-4-5 2-4-1,5,0,500,0.0
Qwen/GrokX_v2,20260902_大村_5,2026-09-02,4-5-6,24960.0,2-1-4 2-4-1 4-2-1 2-1-5 4-1-2,5,0,500,0.0
Qwen/GrokX_v2,20260902_宮島_1,2026-09-02,1-4-5,880.0,1-4-3 4-1-3 1-4-5 4-1-5 1-3-4,5,1,500,880.0
